Total seleccionados:    1,968
En estado terminal:     5
Por descargar/reintentar: 1,963 (modo: reintenta error/download_failed)

[1/1963] TIC 427348923 (label=0) ... WARNING: File may have been truncated: actual file length (65536) is smaller than the expected size (1589760) [astropy.io.fits.file]
WARNING: File may have been truncated: actual file length (65536) is smaller than the expected size (1589760) [astropy.io.fits.file]
error | 0/2 sec | 0.0 MB | 1.6 s
[1617/1963] TIC 151728428 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.5 s
[1618/1963] TIC 409794137 (label=1) ... ok | 3/4 sec | 5.8 MB | 6.0 s
[1619/1963] TIC 280437559 (label=1) ... ok | 1/1 sec | 1.9 MB | 2.5 s
[1620/1963] TIC 16187321 (label=0) ... ok | 3/3 sec | 5.9 MB | 6.0 s
[1621/1963] TIC 39414571 (label=1) ... ok | 1/1 sec | 2.0 MB | 2.5 s
[1622/1963] TIC 113553629 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.5 s
[1623/1963] TIC 459850897 (label=0) ... ok | 3/6 sec | 5.8 MB | 6.4 s
[1624/1963] TIC 54044474 (label=0) ... ok | 1/1 sec | 1.8 MB | 2.6 s
[1625/1963] TIC 445822015 (label=0) ... ok | 2/2 sec | 3.7 MB | 4.1 s
[1626/1963] TIC 277634430 (label=1) ... ok | 3/7 sec | 6.0 MB | 6.2 s
[1627/1963] TIC 406941612 (label=1) ... ok | 3/8 sec | 6.2 MB | 6.2 s
[1628/1963] TIC 4426490 (label=0) ... ok | 2/2 sec | 3.8 MB | 4.3 s
[1629/1963] TIC 259377017 (label=1) ... Warning: 30% (5871/19412) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/7 sec | 5.8 MB | 0.7 s
[1630/1963] TIC 419411415 (label=1) ... ok | 1/1 sec | 1.9 MB | 2.5 s
[1631/1963] TIC 267574918 (label=1) ... ok | 3/23 sec | 5.7 MB | 6.2 s
[1632/1963] TIC 125894957 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.6 s
[1633/1963] TIC 68007716 (label=1) ... ok | 1/1 sec | 2.0 MB | 2.6 s
[1634/1963] TIC 316916655 (label=0) ... ok | 2/2 sec | 6.1 MB | 4.5 s
[1635/1963] TIC 232982558 (label=1) ... ok | 3/43 sec | 5.7 MB | 6.4 s
[1636/1963] TIC 403224672 (label=1) ... ok | 3/5 sec | 5.7 MB | 6.1 s
[1637/1963] TIC 230267547 (label=0) ... Warning: 23% (3817/16779) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 2/2 sec | 3.6 MB | 4.4 s
[1638/1963] TIC 377064495 (label=1) ... ok | 3/5 sec | 5.5 MB | 0.7 s
[1639/1963] TIC 444977814 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.6 s
[1640/1963] TIC 156991337 (label=0) ... ok | 3/3 sec | 5.3 MB | 6.1 s
[1641/1963] TIC 93594834 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.6 s
[1642/1963] TIC 394918211 (label=1) ... ok | 3/5 sec | 6.0 MB | 10.4 s
[1643/1963] TIC 70887357 (label=0) ... ok | 2/2 sec | 3.8 MB | 4.5 s
[1644/1963] TIC 386435344 (label=0) ... ok | 3/5 sec | 5.5 MB | 6.1 s
[1645/1963] TIC 314338017 (label=0) ... no_data | 0/0 sec | 0.0 MB | 4.6 s
[1646/1963] TIC 346418409 (label=0) ... error | 0/4 sec | 0.0 MB | 0.8 s
[1647/1963] TIC 39077574 (label=0) ... ok | 1/1 sec | 2.0 MB | 3.4 s
[1648/1963] TIC 130191319 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.8 s
[1649/1963] TIC 159873822 (label=1) ... ok | 3/7 sec | 5.7 MB | 6.3 s
[1650/1963] TIC 470709084 (label=0) ... ok | 1/1 sec | 2.0 MB | 2.6 s
[1651/1963] TIC 443042089 (label=0) ... ok | 3/4 sec | 6.0 MB | 6.3 s
[1652/1963] TIC 146261607 (label=0) ... no_data | 0/0 sec | 0.0 MB | 3.7 s
[1653/1963] TIC 237922465 (label=1) ... ok | 3/11 sec | 5.8 MB | 6.3 s
[1654/1963] TIC 135083444 (label=0) ... ok | 2/2 sec | 4.0 MB | 4.3 s
[1655/1963] TIC 423903685 (label=0) ... ok | 2/2 sec | 3.7 MB | 4.6 s
[1656/1963] TIC 286561122 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.4 s
[1657/1963] TIC 37575651 (label=0) ... ok | 3/3 sec | 5.7 MB | 5.8 s
[1658/1963] TIC 395393265 (label=1) ... ok | 3/7 sec | 5.9 MB | 6.0 s
[1659/1963] TIC 456862677 (label=1) ... ok | 3/4 sec | 5.8 MB | 6.3 s
[1660/1963] TIC 113295476 (label=0) ... ok | 2/2 sec | 3.9 MB | 4.2 s
[1661/1963] TIC 243185500 (label=1) ... ok | 3/5 sec | 5.5 MB | 0.8 s
[1662/1963] TIC 441738827 (label=0) ... ok | 3/33 sec | 5.6 MB | 0.8 s
[1663/1963] TIC 165202476 (label=1) ... ok | 1/1 sec | 4.0 MB | 2.9 s
[1664/1963] TIC 327017634 (label=0) ... ok | 3/7 sec | 6.0 MB | 9.1 s
[1665/1963] TIC 128463355 (label=0) ... ok | 1/1 sec | 1.9 MB | 4.8 s
[1666/1963] TIC 320411045 (label=1) ... ok | 1/1 sec | 2.0 MB | 4.5 s
[1667/1963] TIC 49899799 (label=0) ... ok | 2/2 sec | 3.8 MB | 7.2 s
[1668/1963] TIC 281979481 (label=0) ... Warning: 30% (5880/19412) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/9 sec | 5.9 MB | 10.1 s
[1669/1963] TIC 294869729 (label=0) ... ok | 3/12 sec | 5.5 MB | 9.8 s
[1670/1963] TIC 154872375 (label=1) ... ok | 3/11 sec | 5.7 MB | 9.6 s
[1671/1963] TIC 36724087 (label=1) ... ok | 3/5 sec | 5.6 MB | 2.4 s
[1672/1963] TIC 190271688 (label=0) ... ok | 3/4 sec | 5.9 MB | 9.1 s
[1673/1963] TIC 365952328 (label=0) ... ok | 1/1 sec | 1.9 MB | 4.5 s
[1674/1963] TIC 254629854 (label=0) ... no_data | 0/0 sec | 0.0 MB | 2.8 s
[1675/1963] TIC 52368076 (label=1) ... ok | 3/7 sec | 5.9 MB | 2.7 s
[1676/1963] TIC 386297468 (label=0) ... ok | 3/3 sec | 6.0 MB | 10.5 s
[1677/1963] TIC 231703293 (label=0) ... no_data | 0/0 sec | 0.0 MB | 16.4 s
[1678/1963] TIC 75208638 (label=0) ... ok | 2/2 sec | 3.8 MB | 8.1 s
[1679/1963] TIC 77228304 (label=0) ... ok | 3/5 sec | 5.7 MB | 9.5 s
[1680/1963] TIC 425997655 (label=1) ... Warning: 30% (5872/19412) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/15 sec | 6.0 MB | 2.4 s
[1681/1963] TIC 112037203 (label=0) ... no_data | 0/0 sec | 0.0 MB | 2.4 s
[1682/1963] TIC 31858844 (label=0) ... ok | 2/2 sec | 3.9 MB | 8.0 s
[1683/1963] TIC 293075732 (label=0) ... ok | 1/1 sec | 2.1 MB | 4.5 s
[1684/1963] TIC 53498154 (label=1) ... Warning: 25% (4801/19050) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/3 sec | 6.0 MB | 2.3 s
[1685/1963] TIC 350332997 (label=0) ... ok | 3/11 sec | 5.8 MB | 9.2 s
[1686/1963] TIC 219766989 (label=0) ... no_data | 0/0 sec | 0.0 MB | 2.8 s
[1687/1963] TIC 66356824 (label=0) ... ok | 2/2 sec | 3.8 MB | 7.1 s
[1688/1963] TIC 347011522 (label=0) ... ok | 1/1 sec | 2.1 MB | 4.4 s
[1689/1963] TIC 447061717 (label=1) ... ok | 3/7 sec | 5.6 MB | 9.1 s
[1690/1963] TIC 441739020 (label=1) ... ok | 3/40 sec | 5.5 MB | 2.4 s
[1691/1963] TIC 284050395 (label=0) ... ok | 1/1 sec | 1.3 MB | 4.4 s
[1692/1963] TIC 392681545 (label=1) ... ok | 2/2 sec | 3.9 MB | 2.2 s
[1693/1963] TIC 342642208 (label=1) ... ok | 2/2 sec | 3.9 MB | 6.8 s
[1694/1963] TIC 103633434 (label=1) ... ok | 3/8 sec | 5.9 MB | 9.4 s
[1695/1963] TIC 408159788 (label=0) ... ok | 2/2 sec | 3.8 MB | 6.6 s
[1696/1963] TIC 224297258 (label=1) ... ok | 3/8 sec | 5.9 MB | 9.7 s
[1697/1963] TIC 376637093 (label=1) ... ok | 3/6 sec | 6.2 MB | 9.6 s
[1698/1963] TIC 55650590 (label=1) ... Warning: 30% (5872/19412) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/44 sec | 6.0 MB | 10.2 s
[1699/1963] TIC 160045097 (label=1) ... ok | 3/11 sec | 5.9 MB | 9.7 s
[1700/1963] TIC 1133072 (label=0) ... ok | 3/3 sec | 5.5 MB | 9.1 s
[1701/1963] TIC 29960109 (label=0) ... ok | 2/2 sec | 3.8 MB | 6.8 s
[1702/1963] TIC 176772671 (label=0) ... ok | 3/4 sec | 5.8 MB | 9.1 s
[1703/1963] TIC 452810327 (label=0) ... no_data | 0/0 sec | 0.0 MB | 4.5 s
[1704/1963] TIC 242536549 (label=0) ... ok | 1/1 sec | 1.9 MB | 5.4 s
[1705/1963] TIC 389238529 (label=0) ... no_data | 0/0 sec | 0.0 MB | 2.7 s
[1706/1963] TIC 387342052 (label=1) ... ok | 3/3 sec | 5.7 MB | 9.4 s
[1707/1963] TIC 406443564 (label=0) ... no_data | 0/0 sec | 0.0 MB | 3.5 s
[1708/1963] TIC 337274055 (label=0) ... ok | 2/2 sec | 4.0 MB | 7.3 s
[1709/1963] TIC 337129672 (label=0) ... ok | 3/4 sec | 5.5 MB | 12.4 s
[1710/1963] TIC 365781372 (label=0) ... ok | 1/1 sec | 1.9 MB | 4.4 s
[1711/1963] TIC 307956396 (label=0) ... ok | 3/9 sec | 5.9 MB | 9.3 s
[1712/1963] TIC 422653398 (label=0) ... ok | 1/1 sec | 1.9 MB | 4.8 s
[1713/1963] TIC 122262940 (label=0) ... no_data | 0/0 sec | 0.0 MB | 4.1 s
[1714/1963] TIC 363260203 (label=0) ... ok | 2/2 sec | 3.7 MB | 8.6 s
[1715/1963] TIC 279947414 (label=1) ... ok | 3/6 sec | 5.5 MB | 9.0 s
[1716/1963] TIC 405794804 (label=0) ... no_data | 0/0 sec | 0.0 MB | 6.3 s
[1717/1963] TIC 303055194 (label=0) ... ok | 1/1 sec | 1.9 MB | 3.2 s
[1718/1963] TIC 438490744 (label=0) ... ok | 3/6 sec | 5.2 MB | 6.4 s
[1719/1963] TIC 385105624 (label=0) ... no_data | 0/0 sec | 0.0 MB | 2.1 s
[1720/1963] TIC 400466395 (label=0) ... no_data | 0/0 sec | 0.0 MB | 2.8 s
[1721/1963] TIC 333736132 (label=1) ... ok | 3/5 sec | 5.8 MB | 7.0 s
[1722/1963] TIC 166184428 (label=1) ... ok | 3/3 sec | 5.8 MB | 6.3 s
[1723/1963] TIC 461662295 (label=0) ... ok | 3/3 sec | 5.8 MB | 6.0 s
[1724/1963] TIC 303364023 (label=0) ... ok | 3/9 sec | 5.8 MB | 7.7 s
[1725/1963] TIC 411347315 (label=0) ... no_data | 0/0 sec | 0.0 MB | 2.5 s
[1726/1963] TIC 401604346 (label=1) ... ok | 3/3 sec | 5.7 MB | 8.9 s
[1727/1963] TIC 86005116 (label=0) ... ok | 1/1 sec | 1.9 MB | 4.3 s
[1728/1963] TIC 161450762 (label=0) ... ok | 1/1 sec | 2.0 MB | 4.4 s
[1729/1963] TIC 344600402 (label=0) ... no_data | 0/0 sec | 0.0 MB | 3.5 s
[1730/1963] TIC 354285962 (label=0) ... ok | 2/2 sec | 4.0 MB | 7.4 s
[1731/1963] TIC 178162579 (label=1) ... ok | 1/1 sec | 2.0 MB | 4.4 s
[1732/1963] TIC 329145325 (label=0) ... no_data | 0/0 sec | 0.0 MB | 3.9 s
[1733/1963] TIC 306996324 (label=1) ... ok | 3/6 sec | 5.7 MB | 2.3 s
[1734/1963] TIC 251848941 (label=1) ... ok | 3/3 sec | 5.8 MB | 2.4 s
[1735/1963] TIC 157698565 (label=1) ... ok | 3/5 sec | 5.6 MB | 10.3 s
[1736/1963] TIC 158551257 (label=0) ... ok | 3/10 sec | 5.8 MB | 13.2 s
[1737/1963] TIC 310483807 (label=0) ... ok | 3/3 sec | 5.5 MB | 11.4 s
[1738/1963] TIC 334911765 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.7 s
[1739/1963] TIC 336456596 (label=0) ... no_data | 0/0 sec | 0.0 MB | 4.0 s
[1740/1963] TIC 300812741 (label=1) ... ok | 3/29 sec | 5.5 MB | 0.9 s
[1741/1963] TIC 461591646 (label=1) ... ok | 3/8 sec | 5.5 MB | 6.8 s
[1742/1963] TIC 302814895 (label=0) ... ok | 2/2 sec | 3.9 MB | 4.3 s
[1743/1963] TIC 356919658 (label=0) ... ok | 3/27 sec | 5.6 MB | 6.6 s
[1744/1963] TIC 327011842 (label=0) ... ok | 2/2 sec | 3.9 MB | 4.5 s
[1745/1963] TIC 365639282 (label=0) ... ok | 2/2 sec | 3.5 MB | 4.5 s
[1746/1963] TIC 393626873 (label=0) ... no_data | 0/0 sec | 0.0 MB | 3.4 s
[1747/1963] TIC 321668398 (label=1) ... ok | 3/22 sec | 5.6 MB | 6.5 s
[1748/1963] TIC 455962313 (label=0) ... no_data | 0/0 sec | 0.0 MB | 3.7 s
[1749/1963] TIC 446616059 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.6 s
[1750/1963] TIC 388076005 (label=0) ... ok | 2/2 sec | 3.7 MB | 4.5 s
[1751/1963] TIC 432422552 (label=0) ... no_data | 0/0 sec | 0.0 MB | 2.4 s
[1752/1963] TIC 201186294 (label=1) ... ok | 2/2 sec | 3.7 MB | 4.3 s
[1753/1963] TIC 160390955 (label=1) ... ok | 3/4 sec | 5.9 MB | 6.2 s
[1754/1963] TIC 259233660 (label=1) ... ok | 3/33 sec | 5.7 MB | 7.0 s
[1755/1963] TIC 429414530 (label=0) ... ok | 1/1 sec | 2.0 MB | 1.2 s
[1756/1963] TIC 146846569 (label=0) ... ok | 3/5 sec | 5.6 MB | 6.6 s
[1757/1963] TIC 170849515 (label=1) ... ok | 3/4 sec | 5.7 MB | 6.3 s
[1758/1963] TIC 150151262 (label=1) ... Warning: 30% (5872/19412) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/30 sec | 5.5 MB | 0.9 s
[1759/1963] TIC 274599700 (label=0) ... ok | 3/11 sec | 5.6 MB | 7.0 s
[1760/1963] TIC 304950588 (label=0) ... ok | 1/1 sec | 2.0 MB | 2.8 s
[1761/1963] TIC 407126408 (label=1) ... ok | 3/7 sec | 6.2 MB | 6.4 s
[1762/1963] TIC 288144647 (label=1) ... ok | 1/1 sec | 1.9 MB | 3.8 s
[1763/1963] TIC 142276270 (label=1) ... ok | 3/7 sec | 5.9 MB | 0.9 s
[1764/1963] TIC 267561446 (label=0) ... ok | 3/3 sec | 5.7 MB | 6.8 s
[1765/1963] TIC 144043410 (label=0) ... ok | 1/1 sec | 1.9 MB | 4.1 s
[1766/1963] TIC 289539327 (label=0) ... ok | 3/28 sec | 5.9 MB | 7.8 s
[1767/1963] TIC 395773226 (label=0) ... ok | 1/1 sec | 1.8 MB | 3.2 s
[1768/1963] TIC 189013222 (label=0) ... ok | 2/2 sec | 6.1 MB | 5.8 s
[1769/1963] TIC 434718964 (label=0) ... ok | 3/4 sec | 6.2 MB | 6.5 s
[1770/1963] TIC 343708863 (label=0) ... no_data | 0/0 sec | 0.0 MB | 5.2 s
[1771/1963] TIC 133654092 (label=0) ... ok | 2/2 sec | 3.7 MB | 5.1 s
[1772/1963] TIC 417705690 (label=0) ... ok | 3/9 sec | 5.7 MB | 22.4 s
[1773/1963] TIC 27491137 (label=1) ... Warning: 20% (3715/18126) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/4 sec | 5.7 MB | 1.1 s
[1774/1963] TIC 260128333 (label=1) ... ok | 3/40 sec | 5.4 MB | 6.5 s
[1775/1963] TIC 148233571 (label=0) ... ok | 2/2 sec | 4.0 MB | 4.4 s
[1776/1963] TIC 304142124 (label=1) ... ok | 3/6 sec | 5.7 MB | 6.3 s
[1777/1963] TIC 187861378 (label=0) ... no_data | 0/0 sec | 0.0 MB | 2.3 s
[1778/1963] TIC 229510866 (label=1) ... ok | 3/32 sec | 5.6 MB | 7.2 s
[1779/1963] TIC 377144784 (label=0) ... ok | 3/4 sec | 6.2 MB | 6.4 s
[1780/1963] TIC 405484221 (label=0) ... ok | 3/5 sec | 5.5 MB | 6.5 s
[1781/1963] TIC 354944123 (label=1) ... ok | 3/7 sec | 6.0 MB | 6.2 s
[1782/1963] TIC 232679662 (label=0) ... ok | 3/6 sec | 6.0 MB | 3.2 s
[1783/1963] TIC 373785851 (label=0) ... ok | 1/1 sec | 1.8 MB | 2.6 s
[1784/1963] TIC 262135904 (label=0) ... no_data | 0/0 sec | 0.0 MB | 2.9 s
[1785/1963] TIC 53593457 (label=0) ... ok | 2/2 sec | 3.5 MB | 4.5 s
[1786/1963] TIC 106402532 (label=1) ... ok | 3/6 sec | 5.6 MB | 6.3 s
[1787/1963] TIC 201177276 (label=1) ... ok | 3/6 sec | 5.8 MB | 6.2 s
[1788/1963] TIC 229770036 (label=0) ... ok | 3/30 sec | 5.7 MB | 6.9 s
[1789/1963] TIC 108939482 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.7 s
[1790/1963] TIC 193708920 (label=0) ... ok | 1/1 sec | 2.0 MB | 2.8 s
[1791/1963] TIC 430677414 (label=0) ... ok | 3/7 sec | 5.7 MB | 6.5 s
[1792/1963] TIC 299876474 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.8 s
[1793/1963] TIC 260647166 (label=1) ... ok | 3/6 sec | 5.8 MB | 0.9 s
[1794/1963] TIC 425997655 (label=1) ... Warning: 30% (5872/19412) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/15 sec | 6.0 MB | 0.9 s
[1795/1963] TIC 160045097 (label=1) ... ok | 3/11 sec | 5.9 MB | 0.9 s
[1796/1963] TIC 445586472 (label=0) ... ok | 3/5 sec | 5.5 MB | 6.3 s
[1797/1963] TIC 155114483 (label=0) ... ok | 3/3 sec | 5.8 MB | 6.3 s
[1798/1963] TIC 418866096 (label=0) ... no_data | 0/0 sec | 0.0 MB | 1.8 s
[1799/1963] TIC 246965431 (label=1) ... ok | 3/3 sec | 5.8 MB | 6.6 s
[1800/1963] TIC 372596796 (label=0) ... ok | 1/1 sec | 2.0 MB | 2.7 s
[1801/1963] TIC 182943944 (label=0) ... ok | 2/2 sec | 3.7 MB | 4.5 s
[1802/1963] TIC 172370679 (label=1) ... ok | 3/8 sec | 5.8 MB | 6.4 s
[1803/1963] TIC 27844066 (label=0) ... ok | 2/2 sec | 3.9 MB | 4.4 s
[1804/1963] TIC 206541859 (label=1) ... ok | 3/4 sec | 5.8 MB | 6.5 s
[1805/1963] TIC 414870287 (label=0) ... no_data | 0/0 sec | 0.0 MB | 3.0 s
[1806/1963] TIC 377064495 (label=1) ... ok | 3/5 sec | 5.5 MB | 0.8 s
[1807/1963] TIC 114103134 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.6 s
[1808/1963] TIC 139285832 (label=1) ... ok | 3/4 sec | 5.7 MB | 6.1 s
[1809/1963] TIC 268914377 (label=0) ... ok | 2/2 sec | 3.7 MB | 4.4 s
[1810/1963] TIC 267484653 (label=0) ... ok | 3/12 sec | 5.9 MB | 6.4 s
[1811/1963] TIC 237929468 (label=1) ... ok | 3/10 sec | 5.7 MB | 6.2 s
[1812/1963] TIC 198356533 (label=1) ... ok | 3/42 sec | 5.7 MB | 6.5 s
[1813/1963] TIC 52548453 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.7 s
[1814/1963] TIC 34466256 (label=0) ... no_data | 0/0 sec | 0.0 MB | 4.3 s
[1815/1963] TIC 265077027 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.8 s
[1816/1963] TIC 11561667 (label=1) ... ok | 3/5 sec | 5.6 MB | 6.4 s
[1817/1963] TIC 259701242 (label=0) ... Warning: 30% (5871/19412) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/16 sec | 5.8 MB | 10.1 s
[1818/1963] TIC 59859387 (label=0) ... ok | 3/5 sec | 5.6 MB | 6.5 s
[1819/1963] TIC 360630575 (label=1) ... ok | 3/3 sec | 5.9 MB | 0.9 s
[1820/1963] TIC 426077080 (label=0) ... ok | 1/1 sec | 2.0 MB | 2.8 s
[1821/1963] TIC 101929303 (label=0) ... ok | 3/3 sec | 5.9 MB | 6.2 s
[1822/1963] TIC 77031413 (label=0) ... ok | 2/2 sec | 3.8 MB | 5.3 s
[1823/1963] TIC 117843067 (label=0) ... no_data | 0/0 sec | 0.0 MB | 4.0 s
[1824/1963] TIC 400786146 (label=0) ... ok | 3/4 sec | 5.8 MB | 6.7 s
[1825/1963] TIC 106224626 (label=0) ... ok | 3/4 sec | 5.9 MB | 6.2 s
[1826/1963] TIC 152685831 (label=0) ... no_data | 0/0 sec | 0.0 MB | 3.0 s
[1827/1963] TIC 363761216 (label=0) ... ok | 1/1 sec | 1.8 MB | 2.7 s
[1828/1963] TIC 285048486 (label=1) ... ok | 3/3 sec | 5.9 MB | 6.0 s
[1829/1963] TIC 270841724 (label=0) ... ok | 2/2 sec | 3.7 MB | 4.3 s
[1830/1963] TIC 356868487 (label=0) ... ok | 3/27 sec | 6.0 MB | 6.6 s
[1831/1963] TIC 161156159 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.8 s
[1832/1963] TIC 283702603 (label=0) ... no_data | 0/0 sec | 0.0 MB | 3.2 s
[1833/1963] TIC 326347927 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.6 s
[1834/1963] TIC 142087638 (label=0) ... ok | 3/30 sec | 5.6 MB | 1.0 s
[1835/1963] TIC 20178111 (label=0) ... ok | 3/3 sec | 5.4 MB | 5.9 s
[1836/1963] TIC 439456714 (label=1) ... Warning: 30% (5873/19412) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/3 sec | 8.0 MB | 6.3 s
[1837/1963] TIC 5109298 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.4 s
[1838/1963] TIC 287256467 (label=1) ... Warning: 24% (4066/16779) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/4 sec | 5.5 MB | 5.9 s
[1839/1963] TIC 268334473 (label=1) ... ok | 3/13 sec | 5.6 MB | 6.1 s
[1840/1963] TIC 137284119 (label=0) ... ok | 1/1 sec | 2.0 MB | 2.6 s
[1841/1963] TIC 102713734 (label=1) ... ok | 3/3 sec | 5.8 MB | 5.9 s
[1842/1963] TIC 49967354 (label=0) ... ok | 2/2 sec | 3.9 MB | 4.6 s
[1843/1963] TIC 193628179 (label=0) ... ok | 3/4 sec | 5.3 MB | 6.6 s
[1844/1963] TIC 55390413 (label=0) ... no_data | 0/0 sec | 0.0 MB | 2.6 s
[1845/1963] TIC 200723869 (label=1) ... Warning: 30% (5872/19412) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/4 sec | 5.9 MB | 6.1 s
[1846/1963] TIC 269424395 (label=0) ... no_data | 0/0 sec | 0.0 MB | 3.5 s
[1847/1963] TIC 230127302 (label=1) ... ok | 3/40 sec | 5.7 MB | 0.8 s
[1848/1963] TIC 91555165 (label=1) ... ok | 3/3 sec | 7.8 MB | 0.9 s
[1849/1963] TIC 420112589 (label=1) ... ok | 3/40 sec | 5.7 MB | 7.1 s
[1850/1963] TIC 179582003 (label=1) ... Warning: 30% (5872/19412) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/42 sec | 5.9 MB | 6.6 s
[1851/1963] TIC 412259468 (label=0) ... ok | 3/3 sec | 5.8 MB | 6.3 s
[1852/1963] TIC 78775584 (label=0) ... no_data | 0/0 sec | 0.0 MB | 3.2 s
[1853/1963] TIC 407394748 (label=0) ... ok | 3/6 sec | 5.8 MB | 7.7 s
[1854/1963] TIC 259389219 (label=0) ... ok | 3/3 sec | 5.8 MB | 6.4 s
[1855/1963] TIC 306263608 (label=1) ... ok | 3/6 sec | 5.5 MB | 0.9 s
[1856/1963] TIC 413248763 (label=1) ... ok | 3/5 sec | 5.5 MB | 7.6 s
[1857/1963] TIC 354944123 (label=1) ... ok | 3/7 sec | 6.0 MB | 1.5 s
[1858/1963] TIC 126606859 (label=1) ... ok | 3/3 sec | 5.8 MB | 6.8 s
[1859/1963] TIC 1965256662 (label=0) ... ok | 3/3 sec | 0.0 MB | 9.4 s
[1860/1963] TIC 210337597 (label=0) ... ok | 1/1 sec | 2.0 MB | 3.1 s
[1861/1963] TIC 71854745 (label=0) ... no_data | 0/0 sec | 0.0 MB | 2.9 s
[1862/1963] TIC 257605131 (label=1) ... ok | 3/3 sec | 5.7 MB | 1.1 s
[1863/1963] TIC 53427308 (label=0) ... ok | 1/1 sec | 2.0 MB | 2.8 s
[1864/1963] TIC 41875043 (label=0) ... no_data | 0/0 sec | 0.0 MB | 3.8 s
[1865/1963] TIC 374200604 (label=0) ... ok | 3/3 sec | 5.7 MB | 9.9 s
[1866/1963] TIC 184670625 (label=0) ... no_data | 0/0 sec | 0.0 MB | 3.4 s
[1867/1963] TIC 112395568 (label=0) ... ok | 3/4 sec | 5.9 MB | 6.1 s
[1868/1963] TIC 176984236 (label=0) ... ok | 3/10 sec | 5.6 MB | 6.2 s
[1869/1963] TIC 357536526 (label=0) ... ok | 3/3 sec | 5.6 MB | 6.2 s
[1870/1963] TIC 441546821 (label=1) ... ok | 3/6 sec | 6.0 MB | 10.2 s
[1871/1963] TIC 426017070 (label=0) ... ok | 3/12 sec | 5.9 MB | 6.5 s
[1872/1963] TIC 279177746 (label=0) ... ok | 3/6 sec | 6.0 MB | 6.1 s
[1873/1963] TIC 148659924 (label=0) ... ok | 1/1 sec | 1.9 MB | 2.7 s
[1874/1963] TIC 339591840 (label=0) ... ok | 3/3 sec | 5.7 MB | 7.2 s
[1875/1963] TIC 260271203 (label=0) ... Warning: 30% (5873/19412) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/19 sec | 6.0 MB | 8.9 s
[1876/1963] TIC 260647166 (label=1) ... ok | 3/6 sec | 5.8 MB | 2.4 s
[1877/1963] TIC 339250695 (label=0) ... ok | 2/2 sec | 3.9 MB | 14.7 s
[1878/1963] TIC 375225453 (label=0) ... ok | 3/4 sec | 5.6 MB | 8.5 s
[1879/1963] TIC 273774284 (label=0) ... ok | 3/4 sec | 5.9 MB | 8.8 s
[1880/1963] TIC 53498154 (label=1) ... Warning: 25% (4801/19050) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/3 sec | 6.0 MB | 2.4 s
[1881/1963] TIC 9830791 (label=0) ... ok | 2/2 sec | 3.9 MB | 7.0 s
[1882/1963] TIC 198008005 (label=1) ... ok | 3/5 sec | 5.8 MB | 9.3 s
[1883/1963] TIC 141205978 (label=1) ... ok | 3/4 sec | 6.0 MB | 9.0 s
[1884/1963] TIC 349095149 (label=1) ... Warning: 30% (5871/19412) of the cadences will be ignored due to the quality mask (quality_bitmask=17087).
ok | 3/44 sec | 6.0 MB | 9.8 s
[1885/1963] TIC 354151219 (label=0) ... ok | 1/1 sec | 2.0 MB | 4.2 s
[1886/1963] TIC 467651916 (label=1) ... ok | 3/5 sec | 5.5 MB | 6.3 s
[1887/1963] TIC 332154944 (label=0) ... no_data | 0/0 sec | 0.0 MB | 2.6 s
